,Prediction,Confidence,True Value
4899,occupation,0.9965116,occupation
4900,occupation,0.995767,occupation
4901,occupation,0.99712664,occupation
4902,occupation,0.99547446,occupation
4903,occupation,0.99438655,occupation
4904,occupation,0.9966864,occupation
4905,occupation,0.9965116,occupation
4906,occupation,0.995767,occupation
4907,occupation,0.99712664,occupation
4908,occupation,0.99763566,occupation
4909,occupation,0.9969887,occupation
4910,occupation,0.99832386,occupation
4911,occupation,0.9965116,occupation
4912,occupation,0.995767,occupation
4913,occupation,0.99712664,occupation
4914,occupation,0.9971339,occupation
4915,occupation,0.9968721,occupation
4916,occupation,0.99837226,occupation
4917,occupation,0.9965116,occupation
4918,occupation,0.995767,occupation
4919,occupation,0.99712664,occupation
4920,occupation,0.99786174,occupation
4921,occupation,0.99772924,occupation
4922,occupation,0.9989933,occupation
4923,occupation,0.9965116,occupation
4924,occupation,0.995767,occupation
4925,occupation,0.99712664,occupation
4926,occupation,0.9988389,occupation
4927,occupation,0.99861246,occupation
4928,occupation,0.9992826,occupation
4929,occupation,0.9965116,occupation
4930,occupation,0.995767,occupation
4931,occupation,0.99712664,occupation
4932,occupation,0.9996207,occupation
4933,occupation,0.99960023,occupation
4934,occupation,0.9998562,occupation
4935,occupation,0.9995697,occupation
4936,occupation,0.99935603,occupation
4937,occupation,0.9996149,occupation
4938,occupation,0.997236,occupation
4939,occupation,0.9969255,occupation
4940,occupation,0.99824995,occupation
4941,occupation,0.9995697,occupation
4942,occupation,0.99935603,occupation
4943,occupation,0.9996149,occupation
4944,occupation,0.9983088,occupation
4945,occupation,0.9979483,occupation
4946,occupation,0.99889296,occupation
4947,occupation,0.9995697,occupation
4948,occupation,0.99935603,occupation
4949,occupation,0.9996149,occupation
4950,occupation,0.9990865,occupation
4951,occupation,0.9989914,occupation
4952,occupation,0.999528,occupation
4953,occupation,0.9995697,occupation
4954,occupation,0.99935603,occupation
4955,occupation,0.9996149,occupation
4956,occupation,0.9989033,occupation
4957,occupation,0.9987962,occupation
4958,occupation,0.99933875,occupation
4959,occupation,0.9995697,occupation
4960,occupation,0.99935603,occupation
4961,occupation,0.9996149,occupation
4962,occupation,0.999503,occupation
4963,occupation,0.9994563,occupation
4964,occupation,0.99981445,occupation
4965,occupation,0.9995697,occupation
4966,occupation,0.99935603,occupation
4967,occupation,0.9996149,occupation
4968,occupation,0.99946314,occupation
4969,occupation,0.9995272,occupation
4970,occupation,0.9998783,occupation
4971,occupation,0.9974191,occupation
4972,occupation,0.99669915,occupation
4973,occupation,0.9987571,occupation
4974,occupation,0.9962509,occupation
4975,occupation,0.9945284,occupation
4976,occupation,0.99824184,occupation
4977,occupation,0.9974191,occupation
4978,occupation,0.99669915,occupation
4979,occupation,0.9987571,occupation
4980,occupation,0.99768853,occupation
4981,occupation,0.9969933,occupation
4982,occupation,0.9988915,occupation
4983,occupation,0.9974191,occupation
4984,occupation,0.99669915,occupation
4985,occupation,0.9987571,occupation
4986,occupation,0.99931264,occupation
4987,occupation,0.9993024,occupation
4988,occupation,0.9997364,occupation
4989,occupation,0.9974191,occupation
4990,occupation,0.99669915,occupation
4991,occupation,0.9987571,occupation
4992,occupation,0.99904394,occupation
4993,occupation,0.9991755,occupation
4994,occupation,0.9996001,occupation
4995,occupation,0.9974191,occupation
4996,occupation,0.99670106,occupation
4997,occupation,0.9987563,occupation
4998,occupation,0.99983454,occupation
4999,occupation,0.99980664,occupation
5000,occupation,0.9999364,occupation
5001,occupation,0.9974191,occupation
5002,occupation,0.99669915,occupation
5003,occupation,0.9987571,occupation
5004,occupation,0.9910605,occupation
5005,occupation,0.9897091,occupation
5006,occupation,0.9972628,occupation
5007,occupation,0.9702592,occupation
5008,occupation,0.9439976,occupation
5009,occupation,0.97579044,occupation
5010,occupation,0.9919318,occupation
5011,occupation,0.9928774,occupation
5012,occupation,0.99809474,occupation
5013,occupation,0.9702592,occupation
5014,occupation,0.9439976,occupation
5015,occupation,0.97579044,occupation
5016,occupation,0.9934149,occupation
5017,occupation,0.9915626,occupation
5018,occupation,0.9974554,occupation
5019,occupation,0.9702592,occupation
5020,occupation,0.9439976,occupation
5021,occupation,0.97579044,occupation
5022,occupation,0.99481267,occupation
5023,occupation,0.99463737,occupation
5024,occupation,0.99844366,occupation
5025,occupation,0.9702592,occupation
5026,occupation,0.9439976,occupation
5027,occupation,0.97579044,occupation
5028,occupation,0.9972594,occupation
5029,occupation,0.99686,occupation
5030,occupation,0.9989375,occupation
5031,occupation,0.9702592,occupation
5032,occupation,0.9439976,occupation
5033,occupation,0.97579044,occupation
5034,occupation,0.99805367,occupation
5035,occupation,0.9964493,occupation
5036,occupation,0.9991685,occupation
5037,occupation,0.9702592,occupation
5038,occupation,0.9439976,occupation
5039,occupation,0.97579044,occupation
5040,occupation,0.9973581,occupation
5041,occupation,0.9966098,occupation
5042,occupation,0.9986208,occupation
5043,occupation,0.989031,occupation
5044,occupation,0.9779125,occupation
5045,occupation,0.9890917,occupation
5046,occupation,0.99274135,occupation
5047,occupation,0.9884434,occupation
5048,occupation,0.9958024,occupation
5049,occupation,0.989031,occupation
5050,occupation,0.9779125,occupation
5051,occupation,0.9890917,occupation
5052,occupation,0.9956758,occupation
5053,occupation,0.99448407,occupation
5054,occupation,0.9977594,occupation
5055,occupation,0.989031,occupation
5056,occupation,0.9779125,occupation
5057,occupation,0.9890917,occupation
5058,occupation,0.99655247,occupation
5059,occupation,0.99546665,occupation
5060,occupation,0.9983323,occupation
5061,occupation,0.989031,occupation
5062,occupation,0.9779125,occupation
5063,occupation,0.9890917,occupation
5064,occupation,0.997669,occupation
5065,occupation,0.997078,occupation
5066,occupation,0.99881846,occupation
5067,occupation,0.989031,occupation
5068,occupation,0.9779125,occupation
5069,occupation,0.9890917,occupation
5070,occupation,0.9979536,occupation
5071,occupation,0.9967936,occupation
5072,occupation,0.99899584,occupation
5073,occupation,0.989031,occupation
5074,occupation,0.9779125,occupation
5075,occupation,0.9890917,occupation
5076,occupation,0.9994331,occupation
5077,occupation,0.9994351,occupation
5078,occupation,0.9997849,occupation
5079,occupation,0.99755883,occupation
5080,occupation,0.9963924,occupation
5081,occupation,0.9984847,occupation
5082,occupation,0.9982371,occupation
5083,occupation,0.9975254,occupation
5084,occupation,0.99915296,occupation
5085,occupation,0.99755883,occupation
5086,occupation,0.9963924,occupation
5087,occupation,0.9984847,occupation
5088,occupation,0.99844015,occupation
5089,occupation,0.9980731,occupation
5090,occupation,0.99926376,occupation
5091,occupation,0.99755883,occupation
5092,occupation,0.9963924,occupation
5093,occupation,0.9984847,occupation
5094,occupation,0.999529,occupation
5095,occupation,0.9995518,occupation
5096,occupation,0.99983406,occupation
5097,occupation,0.99755883,occupation
5098,occupation,0.9963924,occupation
5099,occupation,0.9984847,occupation
5100,occupation,0.99930847,occupation
5101,occupation,0.99935555,occupation
5102,occupation,0.99972284,occupation
5103,occupation,0.99755883,occupation
5104,occupation,0.9963924,occupation
5105,occupation,0.9984847,occupation
5106,occupation,0.99979734,occupation
5107,occupation,0.9997137,occupation
5108,occupation,0.999911,occupation
5109,occupation,0.99755883,occupation
5110,occupation,0.9963924,occupation
5111,occupation,0.9984847,occupation
5112,occupation,0.99918103,occupation
5113,occupation,0.9992365,occupation
5114,occupation,0.9996818,occupation
5115,occupation,0.99778384,occupation
5116,occupation,0.9971786,occupation
5117,occupation,0.99858236,occupation
5118,occupation,0.99785113,occupation
5119,occupation,0.9972612,occupation
5120,occupation,0.99905026,occupation
5121,occupation,0.99778384,occupation
5122,occupation,0.9971786,occupation
5123,occupation,0.99858236,occupation
5124,occupation,0.99852127,occupation
5125,occupation,0.99820656,occupation
5126,occupation,0.99935466,occupation
5127,occupation,0.99778384,occupation
5128,occupation,0.9971786,occupation
5129,occupation,0.99858236,occupation
5130,occupation,0.99916166,occupation
5131,occupation,0.99915,occupation
5132,occupation,0.9996622,occupation
5133,occupation,0.99778384,occupation
5134,occupation,0.9971786,occupation
5135,occupation,0.99858236,occupation
5136,occupation,0.999207,occupation
5137,occupation,0.9992407,occupation
5138,occupation,0.9996666,occupation
5139,occupation,0.99778384,occupation
5140,occupation,0.9971786,occupation
5141,occupation,0.99858236,occupation
5142,occupation,0.99977994,occupation
5143,occupation,0.9997083,occupation
5144,occupation,0.99989545,occupation
5145,occupation,0.99778384,occupation
5146,occupation,0.9971786,occupation
5147,occupation,0.99858236,occupation
5148,occupation,0.999877,occupation
5149,occupation,0.999837,occupation
5150,occupation,0.99994576,occupation
5151,occupation,0.99942267,occupation
5152,occupation,0.9991337,occupation
5153,occupation,0.99964213,occupation
5154,occupation,0.99901575,occupation
5155,occupation,0.9982183,occupation
5156,occupation,0.9996274,occupation
5157,occupation,0.99942267,occupation
5158,occupation,0.9991337,occupation
5159,occupation,0.99964213,occupation
5160,occupation,0.9992692,occupation
5161,occupation,0.9987493,occupation
5162,occupation,0.99967456,occupation
5163,occupation,0.99942267,occupation
5164,occupation,0.9991337,occupation
5165,occupation,0.99964213,occupation
5166,occupation,0.9998403,occupation
5167,occupation,0.9997698,occupation
5168,occupation,0.9999344,occupation
5169,occupation,0.99942267,occupation
5170,occupation,0.9991337,occupation
5171,occupation,0.99964213,occupation
5172,occupation,0.99981,occupation
5173,occupation,0.9997545,occupation
5174,occupation,0.9999044,occupation
5175,occupation,0.99942267,occupation
5176,occupation,0.9991337,occupation
5177,occupation,0.99964213,occupation
5178,occupation,0.99992293,occupation
5179,occupation,0.9998807,occupation
5180,occupation,0.99996686,occupation
5181,occupation,0.99942267,occupation
5182,occupation,0.9991337,occupation
5183,occupation,0.99964213,occupation
5184,occupation,0.9932743,participant
5185,occupation,0.9804121,participant
5186,occupation,0.99366677,participant
5187,occupation,0.9967969,participant
5188,occupation,0.9687937,participant
5189,occupation,0.995065,participant
5190,occupation,0.9651839,participant
5191,occupation,0.90618026,participant
5192,occupation,0.975552,participant
5193,occupation,0.9967969,participant
5194,occupation,0.9687937,participant
5195,occupation,0.995065,participant
5196,occupation,0.9857215,participant
5197,occupation,0.9647083,participant
5198,occupation,0.9916521,participant
5199,occupation,0.9967969,participant
5200,occupation,0.9687937,participant
5201,occupation,0.995065,participant
5202,occupation,0.99328196,participant
5203,occupation,0.9836181,participant
5204,occupation,0.99312896,participant
5205,occupation,0.9967969,participant
5206,occupation,0.9687937,participant
5207,occupation,0.995065,participant
5208,occupation,0.99745107,participant
5209,occupation,0.9941738,participant
5210,occupation,0.99802136,participant
5211,occupation,0.9967969,participant
5212,occupation,0.9687937,participant
5213,occupation,0.995065,participant
5214,occupation,0.999075,participant
5215,occupation,0.9977042,participant
5216,occupation,0.99917966,participant
5217,occupation,0.9967969,participant
5218,occupation,0.9687937,participant
5219,occupation,0.995065,participant
5220,occupation,0.95281315,participant
5221,occupation,0.8724405,participant
5222,occupation,0.9637303,participant
5223,occupation,0.9673706,participant
5224,occupation,0.85661423,participant
5225,occupation,0.96504754,participant
5226,occupation,0.9677542,participant
5227,occupation,0.9116831,participant
5228,occupation,0.9738663,participant
5229,occupation,0.9673706,participant
5230,occupation,0.85661423,participant
5231,occupation,0.96504754,participant
5232,occupation,0.9937906,participant
5233,occupation,0.9861575,participant
5234,occupation,0.9945937,participant
5235,occupation,0.9673706,participant
5236,occupation,0.85661423,participant
5237,occupation,0.96504754,participant
5238,occupation,0.9928127,participant
5239,occupation,0.9823488,participant
5240,occupation,0.99458826,participant
5241,occupation,0.9673706,participant
5242,occupation,0.85661423,participant
5243,occupation,0.96504754,participant
5244,occupation,0.9985992,participant
5245,occupation,0.9966718,participant
5246,occupation,0.9986917,participant
5247,occupation,0.9673706,participant
5248,occupation,0.85661423,participant
5249,occupation,0.96504754,participant
5250,occupation,0.9962711,participant
5251,occupation,0.99144936,participant
5252,occupation,0.99596584,participant
5253,occupation,0.9673706,participant
5254,occupation,0.85661423,participant
5255,occupation,0.96504754,participant
5256,occupation,0.9846851,participant
5257,occupation,0.9664927,participant
5258,occupation,0.9894904,participant
5259,occupation,0.9848295,participant
5260,occupation,0.94770366,participant
5261,occupation,0.98311406,participant
5262,occupation,0.9925869,participant
5263,occupation,0.98364234,participant
5264,occupation,0.9942189,participant
5265,occupation,0.9848295,participant
5266,occupation,0.94770366,participant
5267,occupation,0.98311406,participant
5268,occupation,0.9816905,participant
5269,occupation,0.95901984,participant
5270,occupation,0.987303,participant
5271,occupation,0.9848295,participant
5272,occupation,0.94770366,participant
5273,occupation,0.98311406,participant
5274,occupation,0.99548393,participant
5275,occupation,0.99018985,participant
5276,occupation,0.996976,participant
5277,occupation,0.9848295,participant
5278,occupation,0.94770366,participant
5279,occupation,0.98311406,participant
5280,occupation,0.99908507,participant
5281,occupation,0.9980115,participant
5282,occupation,0.9991959,participant
5283,occupation,0.9848295,participant
5284,occupation,0.94770366,participant
5285,occupation,0.98311406,participant
5286,occupation,0.9967117,participant
5287,occupation,0.9928772,participant
5288,occupation,0.9964865,participant
5289,occupation,0.9848295,participant
5290,occupation,0.94770366,participant
5291,occupation,0.98311406,participant
5292,occupation,0.9968872,participant
5293,occupation,0.9915651,participant
5294,occupation,0.9968765,participant
5295,occupation,0.99646777,participant
5296,occupation,0.98328495,participant
5297,occupation,0.9952508,participant
5298,occupation,0.99650586,participant
5299,occupation,0.99179167,participant
5300,occupation,0.9969927,participant
5301,occupation,0.99646777,participant
5302,occupation,0.98328495,participant
5303,occupation,0.9952508,participant
5304,occupation,0.9979692,participant
5305,occupation,0.99527067,participant
5306,occupation,0.9981384,participant
5307,occupation,0.99646777,participant
5308,occupation,0.98328495,participant
5309,occupation,0.9952508,participant
5310,occupation,0.99657357,participant
5311,occupation,0.99192584,participant
5312,occupation,0.99689585,participant
5313,occupation,0.99646777,participant
5314,occupation,0.98328495,participant
5315,occupation,0.9952508,participant
5316,occupation,0.9994247,participant
5317,occupation,0.9986076,participant
5318,occupation,0.99947876,participant
5319,occupation,0.99646777,participant
5320,occupation,0.98328495,participant
5321,occupation,0.9952508,participant
5322,occupation,0.9988945,participant
5323,occupation,0.99738735,participant
5324,occupation,0.9989405,participant
5325,occupation,0.99646777,participant
5326,occupation,0.98328495,participant
5327,occupation,0.9952508,participant
5328,occupation,0.99903244,participant
5329,occupation,0.9973055,participant
5330,occupation,0.99908906,participant
5331,occupation,0.9989639,participant
5332,occupation,0.99568576,participant
5333,occupation,0.99863434,participant
5334,occupation,0.99873275,participant
5335,occupation,0.9969449,participant
5336,occupation,0.99861956,participant
5337,occupation,0.9989639,participant
5338,occupation,0.99568576,participant
5339,occupation,0.99863434,participant
5340,occupation,0.9994047,participant
5341,occupation,0.9985371,participant
5342,occupation,0.99926203,participant
5343,occupation,0.9989639,participant
5344,occupation,0.99568576,participant
5345,occupation,0.99863434,participant
5346,occupation,0.99927264,participant
5347,occupation,0.99808913,participant
5348,occupation,0.9992917,participant
5349,occupation,0.9989639,participant
5350,occupation,0.99568576,participant
5351,occupation,0.99863434,participant
5352,occupation,0.9988299,participant
5353,occupation,0.99698114,participant
5354,occupation,0.9989052,participant
5355,occupation,0.9989639,participant
5356,occupation,0.99568576,participant
5357,occupation,0.99863434,participant
5358,occupation,0.9995091,participant
5359,occupation,0.99885976,participant
5360,occupation,0.99942726,participant
5361,occupation,0.9989639,participant
5362,occupation,0.99568576,participant
5363,occupation,0.99863434,participant
5364,occupation,0.9993555,participant
5365,occupation,0.99860114,participant
5366,occupation,0.9994602,participant
5367,occupation,0.9988513,participant
5368,occupation,0.9970284,participant
5369,occupation,0.99878824,participant
5370,occupation,0.9978185,participant
5371,occupation,0.99573684,participant
5372,occupation,0.9976572,participant
5373,occupation,0.9988513,participant
5374,occupation,0.9970284,participant
5375,occupation,0.99878824,participant
5376,occupation,0.99858385,participant
5377,occupation,0.997292,participant
5378,occupation,0.9984416,participant
5379,occupation,0.9988513,participant
5380,occupation,0.9970284,participant
5381,occupation,0.99878824,participant
5382,occupation,0.9991816,participant
5383,occupation,0.998289,participant
5384,occupation,0.9992311,participant
5385,occupation,0.9988513,participant
5386,occupation,0.9970284,participant
5387,occupation,0.99878824,participant
5388,occupation,0.999744,participant
5389,occupation,0.99942577,participant
5390,occupation,0.9997093,participant
5391,occupation,0.9988513,participant
5392,occupation,0.9970284,participant
5393,occupation,0.99878824,participant
5394,occupation,0.9994033,participant
5395,occupation,0.9988439,participant
5396,occupation,0.999379,participant
5397,occupation,0.9988513,participant
5398,occupation,0.9970284,participant
5399,occupation,0.99878824,participant
5400,occupation,0.9987624,occupation
5401,occupation,0.99669826,occupation
5402,occupation,0.9990682,occupation
5403,occupation,0.99935406,occupation
5404,occupation,0.99299395,occupation
5405,occupation,0.99918616,occupation
5406,occupation,0.9956996,occupation
5407,occupation,0.99116254,occupation
5408,occupation,0.99757653,occupation
5409,occupation,0.99935406,occupation
5410,occupation,0.99299395,occupation
5411,occupation,0.99918616,occupation
5412,occupation,0.9981181,occupation
5413,occupation,0.9965711,occupation
5414,occupation,0.99898225,occupation
5415,occupation,0.99935406,occupation
5416,occupation,0.99299395,occupation
5417,occupation,0.99918616,occupation
5418,occupation,0.99919754,occupation
5419,occupation,0.99837345,occupation
5420,occupation,0.9993392,occupation
5421,occupation,0.99935406,occupation
5422,occupation,0.99299395,occupation
5423,occupation,0.99918616,occupation
5424,occupation,0.9996239,occupation
5425,occupation,0.9992208,occupation
5426,occupation,0.9997467,occupation
5427,occupation,0.99935406,occupation
5428,occupation,0.99299395,occupation
5429,occupation,0.99918616,occupation
5430,occupation,0.99988854,occupation
5431,occupation,0.99973726,occupation
5432,occupation,0.9998999,occupation
5433,occupation,0.99935406,occupation
5434,occupation,0.99299395,occupation
5435,occupation,0.99918616,occupation
5436,occupation,0.9945568,occupation
5437,occupation,0.9883571,occupation
5438,occupation,0.99622244,occupation
5439,occupation,0.99676365,occupation
5440,occupation,0.9906315,occupation
5441,occupation,0.9973952,occupation
5442,occupation,0.99372643,occupation
5443,occupation,0.9887385,occupation
5444,occupation,0.9960046,occupation
5445,occupation,0.99676365,occupation
5446,occupation,0.9906315,occupation
5447,occupation,0.9973952,occupation
5448,occupation,0.9986999,occupation
5449,occupation,0.9978086,occupation
5450,occupation,0.99906033,occupation
5451,occupation,0.99676365,occupation
5452,occupation,0.9906315,occupation
5453,occupation,0.9973952,occupation
5454,occupation,0.99914336,occupation
5455,occupation,0.99856085,occupation
5456,occupation,0.9993808,occupation
5457,occupation,0.99676365,occupation
5458,occupation,0.9906315,occupation
5459,occupation,0.9973952,occupation
5460,occupation,0.9997218,occupation
5461,occupation,0.9994814,occupation
5462,occupation,0.9997529,occupation
5463,occupation,0.99676365,occupation
5464,occupation,0.9906315,occupation
5465,occupation,0.9973952,occupation
5466,occupation,0.99933213,occupation
5467,occupation,0.99875546,occupation
5468,occupation,0.99946934,occupation
5469,occupation,0.99676365,occupation
5470,occupation,0.9906315,occupation
5471,occupation,0.9973952,occupation
5472,occupation,0.99743587,occupation
5473,occupation,0.99523973,occupation
5474,occupation,0.9982033,occupation
5475,occupation,0.99759495,occupation
5476,occupation,0.9943031,occupation
5477,occupation,0.9977972,occupation
5478,occupation,0.9984552,occupation
5479,occupation,0.99727887,occupation
5480,occupation,0.99883837,occupation
5481,occupation,0.99759495,occupation
5482,occupation,0.9943031,occupation
5483,occupation,0.9977972,occupation
5484,occupation,0.9958971,occupation
5485,occupation,0.9936268,occupation
5486,occupation,0.99743,occupation
5487,occupation,0.99759495,occupation
5488,occupation,0.9943031,occupation
5489,occupation,0.9977972,occupation
5490,occupation,0.9993818,occupation
5491,occupation,0.99894065,occupation
5492,occupation,0.99951714,occupation
5493,occupation,0.99759495,occupation
5494,occupation,0.9943031,occupation
5495,occupation,0.9977972,occupation
5496,occupation,0.9997786,occupation
5497,occupation,0.9995808,occupation
5498,occupation,0.99979717,occupation
5499,occupation,0.99759495,occupation
5500,occupation,0.9943031,occupation
5501,occupation,0.9977972,occupation
5502,occupation,0.9993047,occupation
5503,occupation,0.9986817,occupation
5504,occupation,0.9994225,occupation
5505,occupation,0.99759495,occupation
5506,occupation,0.9943031,occupation
5507,occupation,0.9977972,occupation
5508,occupation,0.9994924,occupation
5509,occupation,0.99860257,occupation
5510,occupation,0.9995164,occupation
5511,occupation,0.9994637,occupation
5512,occupation,0.99849087,occupation
5513,occupation,0.99942017,occupation
5514,occupation,0.99940085,occupation
5515,occupation,0.9988051,occupation
5516,occupation,0.99945587,occupation
5517,occupation,0.9994637,occupation
5518,occupation,0.99849087,occupation
5519,occupation,0.99942017,occupation
5520,occupation,0.999598,occupation
5521,occupation,0.9992061,occupation
5522,occupation,0.99962723,occupation
5523,occupation,0.9994637,occupation
5524,occupation,0.99849087,occupation
5525,occupation,0.99942017,occupation
5526,occupation,0.99953765,occupation
5527,occupation,0.9990388,occupation
5528,occupation,0.99958175,occupation
5529,occupation,0.9994637,occupation
5530,occupation,0.99849087,occupation
5531,occupation,0.99942017,occupation
5532,occupation,0.9999172,occupation
5533,occupation,0.9998012,occupation
5534,occupation,0.99991775,occupation
5535,occupation,0.9994637,occupation
5536,occupation,0.99849087,occupation
5537,occupation,0.99942017,occupation
5538,occupation,0.999832,occupation
5539,occupation,0.99963087,occupation
5540,occupation,0.99983597,occupation
5541,occupation,0.9994637,occupation
5542,occupation,0.99849087,occupation
5543,occupation,0.99942017,occupation
5544,occupation,0.99980646,occupation
5545,occupation,0.99948287,occupation
5546,occupation,0.99983776,occupation
5547,occupation,0.9998366,occupation
5548,occupation,0.99960506,occupation
5549,occupation,0.99981326,occupation
5550,occupation,0.9997055,occupation
5551,occupation,0.9994095,occupation
5552,occupation,0.99971515,occupation
5553,occupation,0.9998366,occupation
5554,occupation,0.99960506,occupation
5555,occupation,0.99981326,occupation
5556,occupation,0.99984866,occupation
5557,occupation,0.9996767,occupation
5558,occupation,0.99985075,occupation
5559,occupation,0.9998366,occupation
5560,occupation,0.99960506,occupation
5561,occupation,0.99981326,occupation
5562,occupation,0.99988675,occupation
5563,occupation,0.9997407,occupation
5564,occupation,0.99989134,occupation
5565,occupation,0.9998366,occupation
5566,occupation,0.99960506,occupation
5567,occupation,0.99981326,occupation
5568,occupation,0.99971676,occupation
5569,occupation,0.9992782,occupation
5570,occupation,0.9997598,occupation
5571,occupation,0.9998366,occupation
5572,occupation,0.99960506,occupation
5573,occupation,0.99981326,occupation
5574,occupation,0.99989873,occupation
5575,occupation,0.99979883,occupation
5576,occupation,0.99989945,occupation
5577,occupation,0.9998366,occupation
5578,occupation,0.99960506,occupation
5579,occupation,0.99981326,occupation
5580,occupation,0.9999269,occupation
5581,occupation,0.9998575,occupation
5582,occupation,0.9999408,occupation
5583,occupation,0.9998658,occupation
5584,occupation,0.99972886,occupation
5585,occupation,0.99988025,occupation
5586,occupation,0.9996544,occupation
5587,occupation,0.9994528,occupation
5588,occupation,0.9997369,occupation
5589,occupation,0.9998658,occupation
5590,occupation,0.99972886,occupation
5591,occupation,0.99988025,occupation
5592,occupation,0.9997368,occupation
5593,occupation,0.9995867,occupation
5594,occupation,0.99979115,occupation
5595,occupation,0.9998658,occupation
5596,occupation,0.99972886,occupation
5597,occupation,0.99988025,occupation
5598,occupation,0.9999065,occupation
5599,occupation,0.9998473,occupation
5600,occupation,0.99991614,occupation
5601,occupation,0.9998658,occupation
5602,occupation,0.99972886,occupation
5603,occupation,0.99988025,occupation
5604,occupation,0.9999613,occupation
5605,occupation,0.9999263,occupation
5606,occupation,0.9999601,occupation
5607,occupation,0.9998658,occupation
5608,occupation,0.99972886,occupation
5609,occupation,0.99988025,occupation
5610,occupation,0.99990284,occupation
5611,occupation,0.99983424,occupation
5612,occupation,0.99992096,occupation
5613,occupation,0.9998658,occupation
5614,occupation,0.99972886,occupation
5615,occupation,0.99988025,occupation
5616,occupation,0.99954706,participant
5617,occupation,0.9995324,participant
5618,occupation,0.99997985,participant
5619,occupation,0.99275506,participant
5620,occupation,0.9915945,participant
5621,occupation,0.9993676,participant
5622,occupation,0.9944787,participant
5623,occupation,0.9920738,participant
5624,occupation,0.9990796,participant
5625,occupation,0.99275506,participant
5626,occupation,0.9915945,participant
5627,occupation,0.9993676,participant
5628,occupation,0.9972655,participant
5629,occupation,0.9960038,participant
5630,occupation,0.9995623,participant
5631,occupation,0.99275506,participant
5632,occupation,0.9915945,participant
5633,occupation,0.9993676,participant
5634,occupation,0.9986507,participant
5635,occupation,0.9980323,participant
5636,occupation,0.99975115,participant
5637,occupation,0.99275506,participant
5638,occupation,0.9915945,participant
5639,occupation,0.9993676,participant
5640,occupation,0.9990924,participant
5641,occupation,0.99880517,participant
5642,occupation,0.9998176,participant
5643,occupation,0.99275506,participant
5644,occupation,0.9915945,participant
5645,occupation,0.9993676,participant
5646,occupation,0.9997863,participant
5647,occupation,0.9997089,participant
5648,occupation,0.99998206,participant
5649,occupation,0.99275506,participant
5650,occupation,0.9915945,participant
5651,occupation,0.9993676,participant
5652,occupation,0.9912278,participant
5653,occupation,0.983538,participant
5654,occupation,0.99870086,participant
5655,occupation,0.8713246,participant
5656,occupation,0.8003915,participant
5657,occupation,0.96088076,participant
5658,occupation,0.98776066,participant
5659,occupation,0.9792809,participant
5660,occupation,0.99693507,participant
5661,occupation,0.8713246,participant
5662,occupation,0.8003915,participant
5663,occupation,0.96088076,participant
5664,occupation,0.9950247,participant
5665,occupation,0.99296063,participant
5666,occupation,0.9982738,participant
5667,occupation,0.8713246,participant
5668,occupation,0.8003915,participant
5669,occupation,0.96088076,participant
5670,occupation,0.9973919,participant
5671,occupation,0.9959997,participant
5672,occupation,0.9990361,participant
5673,occupation,0.8713246,participant
5674,occupation,0.8003915,participant
5675,occupation,0.96088076,participant
5676,occupation,0.9990905,participant
5677,occupation,0.99858403,participant
5678,occupation,0.99966204,participant
5679,occupation,0.8713246,participant
5680,occupation,0.8003915,participant
5681,occupation,0.96088076,participant
5682,occupation,0.99793357,participant
5683,occupation,0.9971141,participant
5684,occupation,0.99957997,participant
5685,occupation,0.8713246,participant
5686,occupation,0.8003915,participant
5687,occupation,0.96088076,participant
5688,occupation,0.997297,participant
5689,occupation,0.99552,participant
5690,occupation,0.99962765,participant
5691,occupation,0.9552191,participant
5692,occupation,0.9248947,participant
5693,occupation,0.98772895,participant
5694,occupation,0.99565136,participant
5695,occupation,0.99341077,participant
5696,occupation,0.9983214,participant
5697,occupation,0.9552191,participant
5698,occupation,0.9248947,participant
5699,occupation,0.98772895,participant
5700,occupation,0.9953098,participant
5701,occupation,0.9916836,participant
5702,occupation,0.9987067,participant
5703,occupation,0.9552191,participant
5704,occupation,0.9248947,participant
5705,occupation,0.98772895,participant
5706,occupation,0.997813,participant
5707,occupation,0.9968477,participant
5708,occupation,0.9992684,participant
5709,occupation,0.9552191,participant
5710,occupation,0.9248947,participant
5711,occupation,0.98772895,participant
5712,occupation,0.9992512,participant
5713,occupation,0.99895495,participant
5714,occupation,0.9997396,participant
5715,occupation,0.9552191,participant
5716,occupation,0.9248947,participant
5717,occupation,0.98772895,participant
5718,occupation,0.99809194,participant
5719,occupation,0.99704325,participant
5720,occupation,0.99951714,participant
5721,occupation,0.9552191,participant
5722,occupation,0.9248947,participant
5723,occupation,0.98772895,participant
5724,occupation,0.9988443,participant
5725,occupation,0.99822164,participant
5726,occupation,0.9998764,participant
5727,occupation,0.9843357,participant
5728,occupation,0.9749278,participant
5729,occupation,0.99552405,participant
5730,occupation,0.9977564,participant
5731,occupation,0.9968727,participant
5732,occupation,0.9992454,participant
5733,occupation,0.9843357,participant
5734,occupation,0.9749278,participant
5735,occupation,0.99552405,participant
5736,occupation,0.9980244,participant
5737,occupation,0.9974598,participant
5738,occupation,0.9994403,participant
5739,occupation,0.9843357,participant
5740,occupation,0.9749278,participant
5741,occupation,0.99552405,participant
5742,occupation,0.99878025,participant
5743,occupation,0.99820673,participant
